#,Peptide,Score,Prediction results,Hemolysis Conc (ug/ml),Hemolysis 
4967,"car_4901",0.0015862286,No,50.0,Yes
4968,"car_4902",0.030521542,No,50.0,No
4969,"car_4903",0.03107676,No,50.0,No
4970,"car_4904",0.046837986,No,50.0,No
4971,"car_4905",0.029142708,No,50.0,No
4972,"car_4906",0.7205018,Yes,50.0,Yes
4973,"car_4907",0.0368793,No,50.0,No
4974,"car_4908",0.23187426,No,50.0,No
4975,"car_4909",0.64294565,Yes,50.0,Yes
4976,"car_4910",0.03380263,No,50.0,No
4977,"car_4911",0.022638798,No,50.0,No
4978,"car_4912",0.032782674,No,50.0,No
4979,"car_4913",0.054389894,No,50.0,No
4980,"car_4914",0.002150476,No,50.0,No
4981,"car_4915",0.16939232,No,50.0,No
4982,"car_4916_1_49",0.08219385,No,50.0,No
4983,"car_4916_26_50",0.24753258,No,50.0,No
4984,"car_4917",0.16155732,No,50.0,No
4985,"car_4918",0.06127557,No,50.0,No
4986,"car_4919",0.00038850307,No,50.0,No
4987,"car_4920",0.10301533,No,50.0,No
4988,"car_4921",0.12054053,No,50.0,No
4989,"car_4922",0.8311044,Yes,50.0,No
4990,"car_4923",0.043216705,No,50.0,No
4991,"car_4924",0.1263588,No,50.0,No
4992,"car_4925",0.09953466,No,50.0,No
4993,"car_4926",0.10467476,No,50.0,No
4994,"car_4927",0.11489192,No,50.0,No
4995,"car_4928",0.066010475,No,50.0,No
4996,"car_4929",0.0019223094,No,50.0,No
4997,"car_4930",0.09017661,No,50.0,No
4998,"car_4931",0.19774273,No,50.0,No
4999,"car_4932",0.04133925,No,50.0,No
5000,"car_4933",0.26005805,No,50.0,No
5001,"car_4934",0.19716623,No,50.0,No
5002,"car_4935",0.4127269,No,50.0,No
5003,"car_4936",0.0038543642,No,50.0,No
5004,"car_4937",0.29284263,No,50.0,No
5005,"car_4938",0.026613802,No,50.0,No
5006,"car_4939",0.44801256,No,50.0,No
5007,"car_4940",0.30420387,No,50.0,No
5008,"car_4941",0.062983125,No,50.0,No
5009,"car_4942",0.052983284,No,50.0,No
5010,"car_4943",0.0001258254,No,50.0,No
5011,"car_4944",0.025173485,No,50.0,No
5012,"car_4945",0.012435049,No,50.0,No
5013,"car_4946",0.02918753,No,50.0,No
5014,"car_4947",0.062256753,No,50.0,No
5015,"car_4948",0.22760665,No,50.0,No
5016,"car_4949",0.5925655,Yes,50.0,No
5017,"car_4950",0.037355065,No,50.0,No
5018,"car_4951",0.005160004,No,50.0,No
5019,"car_4952",0.69995475,Yes,50.0,Yes
5020,"car_4953",0.09310508,No,50.0,No
5021,"car_4954",0.08002469,No,50.0,No
5022,"car_4955",0.015157312,No,50.0,No
5023,"car_4956",0.33047906,No,50.0,No
5024,"car_4957",0.071522295,No,50.0,No
5025,"car_4958",0.034628868,No,50.0,No
5026,"car_4959",0.010575771,No,50.0,No
5027,"car_4960",0.091314256,No,50.0,No
5028,"car_4961",0.71710813,Yes,50.0,No
5029,"car_4962",0.044378966,No,50.0,No
5030,"car_4963",0.07386118,No,50.0,No
5031,"car_4964",0.0063721538,No,50.0,No
5032,"car_4965",0.26775926,No,50.0,No
5033,"car_4966",0.14857271,No,50.0,No
5034,"car_4967",0.0147999525,No,50.0,No
5035,"car_4968",0.011135578,No,50.0,No
5036,"car_4969",0.28560603,No,50.0,No
5037,"car_4970",0.3483426,No,50.0,No
5038,"car_4971",0.37075418,No,50.0,No
5039,"car_4972",0.07162541,No,50.0,No
5040,"car_4973",0.26327386,No,50.0,No
5041,"car_4974",0.0923157,No,50.0,No
5042,"car_4975",0.09304786,No,50.0,No
5043,"car_4976",0.030830711,No,50.0,No
5044,"car_4977",0.019624442,No,50.0,No
5045,"car_4978",0.84484667,Yes,50.0,Yes
5046,"car_4979",0.65101767,Yes,50.0,No
5047,"car_4980",0.009007335,No,50.0,No
5048,"car_4981",0.09734666,No,50.0,Yes
5049,"car_4982",0.6833036,Yes,50.0,Yes
5050,"car_4983",0.0023032427,No,50.0,No
5051,"car_4984",0.02093941,No,50.0,No
5052,"car_4985",0.008067787,No,50.0,No
5053,"car_4986",0.021733284,No,50.0,No
5054,"car_4987",0.012856036,No,50.0,No
5055,"car_4988",0.10285604,No,50.0,No
5056,"car_4989",0.07229772,No,50.0,No
5057,"car_4990",0.9636542,Yes,50.0,Yes
5058,"car_4991",0.11067182,No,50.0,No
5059,"car_4992",0.09812674,No,50.0,No
5060,"car_4993",0.25775605,No,50.0,Yes
5061,"car_4994",0.1650851,No,50.0,No
5062,"car_4995",0.301053,No,50.0,No
5063,"car_4996",0.030730218,No,50.0,No
5064,"car_4997",0.43888706,No,50.0,No
5065,"car_4998",0.009395927,No,50.0,No
5066,"car_4999",0.04193577,No,50.0,No
5067,"car_5000",0.030319005,No,50.0,No
5068,"car_5001",0.007170588,No,50.0,Yes
5069,"car_5002",0.12932518,No,50.0,No
5070,"car_5003",0.6350046,Yes,50.0,No
5071,"car_5004",0.04087636,No,50.0,No
5072,"car_5005",0.067546844,No,50.0,No
5073,"car_5006",0.06434116,No,50.0,No
5074,"car_5007",0.09352055,No,50.0,No
5075,"car_5008",0.29280555,No,50.0,No
5076,"car_5009",0.10694152,No,50.0,No
5077,"car_5010",0.7261414,Yes,50.0,Yes
5078,"car_5011",0.017741054,No,50.0,No
5079,"car_5012",0.11191213,No,50.0,No
5080,"car_5013",0.058374375,No,50.0,No
5081,"car_5014",0.02525267,No,50.0,No
5082,"car_5015",0.031673342,No,50.0,No
5083,"car_5016",0.050976664,No,50.0,No
5084,"car_5017",0.3371318,No,50.0,No
5085,"car_5018",0.037446648,No,50.0,No
5086,"car_5019",0.32208335,No,50.0,No
5087,"car_5020",0.029956013,No,50.0,No
5088,"car_5021",0.4650157,No,50.0,No
5089,"car_5022",0.4054317,No,50.0,No
5090,"car_5023",0.42088753,No,50.0,No
5091,"car_5024",0.7835669,Yes,50.0,No
5092,"car_5025",0.03721142,No,50.0,No
5093,"car_5026",0.98973656,Yes,50.0,No
5094,"car_5027",0.1842067,No,50.0,No
5095,"car_5028",0.12484017,No,50.0,No
5096,"car_5029",0.02176708,No,50.0,No
5097,"car_5030",0.021059036,No,50.0,No
5098,"car_5031",0.022023171,No,50.0,No
5099,"car_5032",0.052756786,No,50.0,No
5100,"car_5033",0.042827338,No,50.0,No
5101,"car_5034",0.020569354,No,50.0,No
5102,"car_5035",0.84847534,Yes,50.0,No
5103,"car_5036",0.094926715,No,50.0,No
5104,"car_5037",0.84708166,Yes,50.0,Yes
5105,"car_5038",0.035567045,No,50.0,No
5106,"car_5039",0.0043486953,No,50.0,No
5107,"car_5040",0.07268563,No,50.0,No
5108,"car_5041",0.009189993,No,50.0,No
5109,"car_5042",0.1448636,No,50.0,No
5110,"car_5043",0.03453955,No,50.0,No
5111,"car_5044",0.00089877844,No,50.0,No
5112,"car_5045",0.014231861,No,50.0,No
5113,"car_5046",0.042574555,No,50.0,No
5114,"car_5047",0.23774126,No,50.0,No
5115,"car_5048",0.14578119,No,50.0,No
5116,"car_5049",0.79479724,Yes,50.0,No
5117,"car_5050",0.019456297,No,50.0,No
5118,"car_5051",0.8619318,Yes,50.0,No
5119,"car_5052",0.49405193,No,50.0,No
5120,"car_5053",0.039961696,No,50.0,No
5121,"car_5054",0.01638171,No,50.0,No
5122,"car_5055",0.016569257,No,50.0,No
5123,"car_5056",0.021279335,No,50.0,No
5124,"car_5057",0.0052140355,No,50.0,No
5125,"car_5058",0.015967399,No,50.0,No
5126,"car_5059",0.047934234,No,50.0,No
5127,"car_5060",0.00738281,No,50.0,No
5128,"car_5061",0.13420856,No,50.0,No
5129,"car_5062",0.023961991,No,50.0,No
5130,"car_5063",0.5763432,Yes,50.0,No
5131,"car_5064",0.039268374,No,50.0,No
5132,"car_5065",0.00032392144,No,50.0,Yes
5133,"car_5066",0.017083734,No,50.0,No
5134,"car_5067",0.02558592,No,50.0,No
5135,"car_5068",0.3924933,No,50.0,No
5136,"car_5069",0.018307745,No,50.0,No
5137,"car_5070",0.07303527,No,50.0,No
5138,"car_5071",0.19278887,No,50.0,No
5139,"car_5072",0.019860953,No,50.0,No
5140,"car_5073",0.024004191,No,50.0,No
5141,"car_5074",0.04188183,No,50.0,No
5142,"car_5075_1_49",0.00057154894,No,50.0,No
5143,"car_5075_26_74",0.010336101,No,50.0,No
5144,"car_5075_51_88",0.054678798,No,50.0,No
5145,"car_5075_76_88",0.52986306,Yes,50.0,No
5146,"car_5076",0.043315023,No,50.0,No
5147,"car_5077",0.061373472,No,50.0,No
5148,"car_5078",0.7878516,Yes,50.0,No
5149,"car_5079",0.03983274,No,50.0,No
5150,"car_5080",0.016635805,No,50.0,No
5151,"car_5081",0.060353965,No,50.0,No
5152,"car_5082",0.08877939,No,50.0,No
5153,"car_5083",0.086690694,No,50.0,No
5154,"car_5084",0.120281845,No,50.0,No
5155,"car_5085",0.09425819,No,50.0,No
5156,"car_5086",0.018446356,No,50.0,No
5157,"car_5087",0.033224612,No,50.0,No
5158,"car_5088",6.4648455e-05,No,50.0,No
5159,"car_5089",0.029020488,No,50.0,No
5160,"car_5090",0.29572022,No,50.0,Yes
5161,"car_5091",0.22937536,No,50.0,No
5162,"car_5092",0.0006406605,No,50.0,No
5163,"car_5093",0.023969948,No,50.0,No
5164,"car_5094",0.016899437,No,50.0,No
5165,"car_5095",0.88783383,Yes,50.0,No
5166,"car_5096",0.012258261,No,50.0,No
5167,"car_5097",0.062832355,No,50.0,No
5168,"car_5098",0.010073215,No,50.0,No
5169,"car_5099",0.030874282,No,50.0,No
5170,"car_5100",0.671346,Yes,50.0,Yes
5171,"car_5101",0.062604964,No,50.0,No
5172,"car_5102",0.016503364,No,50.0,No
5173,"car_5103",0.14849937,No,50.0,No
5174,"car_5104",0.023035169,No,50.0,No
5175,"car_5105",0.86531,Yes,50.0,Yes
5176,"car_5106",0.44894302,No,50.0,No
5177,"car_5107",0.050804526,No,50.0,No
5178,"car_5108",0.024281561,No,50.0,No
5179,"car_5109",0.016422093,No,50.0,No
5180,"car_5110",0.08523226,No,50.0,Yes
5181,"car_5111",0.57430923,Yes,50.0,No
5182,"car_5112",0.06151837,No,50.0,No
5183,"car_5113",0.7998506,Yes,50.0,No
5184,"car_5114",0.025536865,No,50.0,No
5185,"car_5115",0.09076527,No,50.0,No
5186,"car_5116_1_49",0.009983808,No,50.0,No
5187,"car_5116_26_65",0.18703485,No,50.0,No
5188,"car_5116_51_65",0.14755851,No,50.0,No
5189,"car_5117",0.103393465,No,50.0,No
5190,"car_5118",0.08933246,No,50.0,No
5191,"car_5119",0.08447006,No,50.0,No
5192,"car_5120",0.00069996715,No,50.0,No
5193,"car_5121",0.04487142,No,50.0,No
5194,"car_5122",0.019397348,No,50.0,No
5195,"car_5123",0.049059927,No,50.0,No
5196,"car_5124",0.17528307,No,50.0,No
5197,"car_5125",0.028698027,No,50.0,No
5198,"car_5126",0.3743151,No,50.0,Yes
5199,"car_5127",0.077457935,No,50.0,No
5200,"car_5128",0.72929037,Yes,50.0,No
5201,"car_5129",0.028937519,No,50.0,No
5202,"car_5130",0.99479127,Yes,50.0,No
5203,"car_5131",0.048820317,No,50.0,No
5204,"car_5132",0.28863156,No,50.0,No
5205,"car_5133",0.17560163,No,50.0,No
5206,"car_5134",0.09296748,No,50.0,No
5207,"car_5135",0.0034794211,No,50.0,No
5208,"car_5136",0.028525382,No,50.0,No
5209,"car_5137",0.08215016,No,50.0,No
5210,"car_5138",0.12367508,No,50.0,No
5211,"car_5139",0.69630826,Yes,50.0,No
5212,"car_5140",0.007113129,No,50.0,No
5213,"car_5141",0.01703751,No,50.0,No
5214,"car_5142",0.09750509,No,50.0,No
5215,"car_5143",0.02897495,No,50.0,No
5216,"car_5144",0.026862204,No,50.0,No
5217,"car_5145",0.21144739,No,50.0,No
5218,"car_5146",0.9903361,Yes,50.0,No
5219,"car_5147",0.08595967,No,50.0,No
5220,"car_5148",0.785815,Yes,50.0,No
5221,"car_5149",0.693572,Yes,50.0,No
5222,"car_5150",0.029346049,No,50.0,No
5223,"car_5151",0.28324872,No,50.0,No
5224,"car_5152",0.13479242,No,50.0,No
5225,"car_5153",0.007960677,No,50.0,No
5226,"car_5154",0.0682846,No,50.0,No
5227,"car_5155",0.11929366,No,50.0,No
5228,"car_5156",0.08996266,No,50.0,No
5229,"car_5157",0.43260777,No,50.0,No
5230,"car_5158",0.2852,No,50.0,Yes
5231,"car_5159",0.077953875,No,50.0,No
5232,"car_5160",0.0421212,No,50.0,No
5233,"car_5161",0.07664135,No,50.0,No
5234,"car_5162",0.08555359,No,50.0,No
5235,"car_5163",0.21443,No,50.0,No
5236,"car_5164",0.044385284,No,50.0,No
5237,"car_5165",0.1048328,No,50.0,No
5238,"car_5166",0.7757337,Yes,50.0,Yes
5239,"car_5167",0.13178307,No,50.0,No
5240,"car_5168",0.1773799,No,50.0,No
5241,"car_5169",0.11824337,No,50.0,No
5242,"car_5170",0.39463252,No,50.0,No
5243,"car_5171",0.066072315,No,50.0,No
5244,"car_5172",0.021181583,No,50.0,No
5245,"car_5173",0.17196286,No,50.0,No
5246,"car_5174",0.063149154,No,50.0,No
5247,"car_5175",0.046926558,No,50.0,No
5248,"car_5176",0.15702453,No,50.0,No
5249,"car_5177",0.5255083,Yes,50.0,No
5250,"car_5178",0.2789235,No,50.0,No
5251,"car_5179",0.05034107,No,50.0,No
5252,"car_5180",0.03573805,No,50.0,Yes
5253,"car_5181",0.1003989,No,50.0,No
5254,"car_5182",0.34169412,No,50.0,No
5255,"car_5183",0.32420808,No,50.0,No
5256,"car_5184",0.13207963,No,50.0,No
5257,"car_5185",0.018116921,No,50.0,No
5258,"car_5186",0.70512277,Yes,50.0,No
5259,"car_5187",0.048965335,No,50.0,No
5260,"car_5188",0.004452288,No,50.0,No
5261,"car_5189",0.014984369,No,50.0,No
5262,"car_5190",0.1739552,No,50.0,No
5263,"car_5191",0.086072385,No,50.0,Yes
5264,"car_5192",0.9351572,Yes,50.0,No
5265,"car_5193",0.052913725,No,50.0,No
5266,"car_5194",0.034975708,No,50.0,No
5267,"car_5195",0.002038151,No,50.0,Yes
5268,"car_5196",0.15489218,No,50.0,No
5269,"car_5197",0.63343424,Yes,50.0,No
5270,"car_5198",0.027078569,No,50.0,No
5271,"car_5199",0.042638153,No,50.0,No
5272,"car_5200",0.041372538,No,50.0,No
5273,"car_5201",0.028474271,No,50.0,No
5274,"car_5202",0.89772415,Yes,50.0,No
5275,"car_5203",0.011367768,No,50.0,No
5276,"car_5204",0.275207,No,50.0,No
5277,"car_5205",0.10121524,No,50.0,No
5278,"car_5206",0.1406906,No,50.0,No
5279,"car_5207",0.025492966,No,50.0,No
5280,"car_5208",0.0149511695,No,50.0,No
5281,"car_5209",0.0963881,No,50.0,No
5282,"car_5210",0.005457878,No,50.0,No
5283,"car_5211",0.043155342,No,50.0,No
5284,"car_5212",0.029035479,No,50.0,Yes
5285,"car_5213",0.033543795,No,50.0,No
5286,"car_5214",0.059016943,No,50.0,No
5287,"car_5215",0.0593428,No,50.0,No
5288,"car_5216",0.0054159164,No,50.0,No
5289,"car_5217",0.07180384,No,50.0,No
5290,"car_5218",0.3443867,No,50.0,No
5291,"car_5219",0.17347303,No,50.0,No
5292,"car_5220",0.1941267,No,50.0,No
5293,"car_5221",0.017890066,No,50.0,No
5294,"car_5222",0.04538554,No,50.0,No
5295,"car_5223",0.83529747,Yes,50.0,Yes
5296,"car_5224",0.050899684,No,50.0,No
5297,"car_5225",0.6020416,Yes,50.0,No
5298,"car_5226",0.092426986,No,50.0,No
5299,"car_5227",0.1881401,No,50.0,No
5300,"car_5228",0.06689265,No,50.0,No
5301,"car_5229",0.040455043,No,50.0,No
5302,"car_5230",0.030617058,No,50.0,No
5303,"car_5231",0.0027616918,No,50.0,No
5304,"car_5232",0.41370118,No,50.0,No
5305,"car_5233",0.054804385,No,50.0,No
5306,"car_5234",0.005462855,No,50.0,No
5307,"car_5235",0.030661374,No,50.0,No
5308,"car_5236",0.42174867,No,50.0,No
5309,"car_5237",0.5083719,Yes,50.0,No
5310,"car_5238",0.098356545,No,50.0,No
5311,"car_5239",0.017630577,No,50.0,No
5312,"car_5240",0.9918684,Yes,50.0,Yes
5313,"car_5241",0.11857551,No,50.0,No
5314,"car_5242",0.008280754,No,50.0,No
5315,"car_5243",0.1099796,No,50.0,No
5316,"car_5244",0.07537177,No,50.0,No
5317,"car_5245",0.03617078,No,50.0,No
5318,"car_5246",0.020350665,No,50.0,Yes
5319,"car_5247",0.07643074,No,50.0,No
5320,"car_5248",0.46379864,No,50.0,No
5321,"car_5249",0.051690698,No,50.0,No
5322,"car_5250",0.1355497,No,50.0,No
5323,"car_5251",0.13519403,No,50.0,No
5324,"car_5252",0.15491161,No,50.0,No
5325,"car_5253",0.331002,No,50.0,No
5326,"car_5254",0.0558832,No,50.0,No
5327,"car_5255",0.07869831,No,50.0,Yes
5328,"car_5256",0.03431773,No,50.0,No
5329,"car_5257",0.14590967,No,50.0,No
5330,"car_5258",0.07385737,No,50.0,No
5331,"car_5259",0.53675604,Yes,50.0,No
5332,"car_5260",0.039708167,No,50.0,No
5333,"car_5261",0.30136687,No,50.0,No
5334,"car_5262",0.029392004,No,50.0,No
5335,"car_5263",0.0882014,No,50.0,Yes
5336,"car_5264",0.042567432,No,50.0,No
5337,"car_5265",0.10150406,No,50.0,No
5338,"car_5266",0.09635982,No,50.0,No
5339,"car_5267",0.031571656,No,50.0,No
5340,"car_5268",0.019750565,No,50.0,No
5341,"car_5269",0.6638653,Yes,50.0,No
5342,"car_5270",0.30347842,No,50.0,No
5343,"car_5271",0.014270276,No,50.0,No
5344,"car_5272",0.007866591,No,50.0,No
5345,"car_5273",0.36912477,No,50.0,No
5346,"car_5274",0.6529706,Yes,50.0,No
5347,"car_5275",0.019639492,No,50.0,No
5348,"car_5276",0.093051255,No,50.0,No
5349,"car_5277",0.24191856,No,50.0,Yes
5350,"car_5278",0.06993386,No,50.0,No
5351,"car_5279",0.2394185,No,50.0,No
5352,"car_5280",0.0038147867,No,50.0,No
5353,"car_5281",0.07526827,No,50.0,No
5354,"car_5282",0.052282095,No,50.0,No
5355,"car_5283",0.034299403,No,50.0,No
5356,"car_5284",0.085386395,No,50.0,No
5357,"car_5285",0.9488544,Yes,50.0,Yes
5358,"car_5286",0.0061796308,No,50.0,No
5359,"car_5287",0.50478464,Yes,50.0,No
5360,"car_5288",0.07185146,No,50.0,No
5361,"car_5289",0.16745833,No,50.0,No
5362,"car_5290",0.20102564,No,50.0,No
5363,"car_5291",0.012098879,No,50.0,No
5364,"car_5292",0.2544212,No,50.0,No
5365,"car_5293",0.21762207,No,50.0,No
5366,"car_5294",0.027685791,No,50.0,No
5367,"car_5295",0.032391906,No,50.0,No
5368,"car_5296",0.013997495,No,50.0,No
5369,"car_5297",0.006767273,No,50.0,No
5370,"car_5298",0.045259774,No,50.0,No
5371,"car_5299",0.011491239,No,50.0,No
5372,"car_5300",0.037884742,No,50.0,No
5373,"car_5301",0.08355421,No,50.0,No
5374,"car_5302",0.050174445,No,50.0,No
5375,"car_5303",0.044968963,No,50.0,No
5376,"car_5304",0.010933578,No,50.0,No
5377,"car_5305",0.14041418,No,50.0,Yes
5378,"car_5306",0.0023130774,No,50.0,No
5379,"car_5307",0.049904674,No,50.0,No
5380,"car_5308",0.054104835,No,50.0,No
5381,"car_5309",0.9950161,Yes,50.0,Yes
5382,"car_5310",0.043569297,No,50.0,No
5383,"car_5311",0.4211329,No,50.0,No
5384,"car_5312",0.9217619,Yes,50.0,No
5385,"car_5313",0.011251032,No,50.0,No
5386,"car_5314",0.05553934,No,50.0,No
5387,"car_5315",0.04469326,No,50.0,No
5388,"car_5316",0.08464357,No,50.0,No
5389,"car_5317",0.058704853,No,50.0,No
5390,"car_5318",0.1080634,No,50.0,No
5391,"car_5319",0.13517532,No,50.0,No
5392,"car_5320",0.11823648,No,50.0,No
5393,"car_5321",0.041618675,No,50.0,No
5394,"car_5322",0.06666976,No,50.0,No
5395,"car_5323",0.0066972673,No,50.0,No
5396,"car_5324",0.10247579,No,50.0,No
5397,"car_5325",0.017753422,No,50.0,No
5398,"car_5326",0.018736184,No,50.0,No
5399,"car_5327",0.42178053,No,50.0,No
5400,"car_5328",0.10203928,No,50.0,No
5401,"car_5329",0.03404486,No,50.0,No
5402,"car_5330",0.2890565,No,50.0,No
5403,"car_5331",0.07570058,No,50.0,No
5404,"car_5332",0.043575943,No,50.0,No
5405,"car_5333",0.12875655,No,50.0,No
5406,"car_5334",0.8217341,Yes,50.0,No
5407,"car_5335",0.037132382,No,50.0,No
5408,"car_5336",0.21087143,No,50.0,No
5409,"car_5337",0.36540127,No,50.0,No
5410,"car_5338",0.019339144,No,50.0,No
5411,"car_5339",0.042949706,No,50.0,No
5412,"car_5340",0.01602459,No,50.0,No
5413,"car_5341",0.04251349,No,50.0,No
5414,"car_5342",0.032529294,No,50.0,No
5415,"car_5343",0.25430387,No,50.0,No
5416,"car_5344",0.016589671,No,50.0,No
5417,"car_5345",0.084934175,No,50.0,No
5418,"car_5346",0.09340945,No,50.0,No
5419,"car_5347",0.011440426,No,50.0,No
5420,"car_5348",0.0030246973,No,50.0,No
5421,"car_5349",0.02683559,No,50.0,No
5422,"car_5350",0.0025613904,No,50.0,No
5423,"car_5351",0.040243715,No,50.0,No
5424,"car_5352",0.024264365,No,50.0,No
5425,"car_5353",0.24836239,No,50.0,Yes
5426,"car_5354",0.0024277568,No,50.0,No
5427,"car_5355",0.028933436,No,50.0,Yes
5428,"car_5356",0.021523863,No,50.0,No
5429,"car_5357",0.06029877,No,50.0,No
5430,"car_5358",0.9485691,Yes,50.0,No
5431,"car_5359",0.10919362,No,50.0,No
5432,"car_5360",0.0075964034,No,50.0,No
5433,"car_5361",0.017905742,No,50.0,No
5434,"car_5362",0.0072505176,No,50.0,No
5435,"car_5363",0.044837564,No,50.0,No
5436,"car_5364",0.2641424,No,50.0,No
5437,"car_5365",0.093625486,No,50.0,No
5438,"car_5366",0.054038495,No,50.0,No
5439,"car_5367",0.44081798,No,50.0,No
5440,"car_5368",0.024096787,No,50.0,No
5441,"car_5369",0.068675816,No,50.0,No
5442,"car_5370",0.070566475,No,50.0,No
5443,"car_5371",0.12888241,No,50.0,No
5444,"car_5372",0.69196427,Yes,50.0,Yes
5445,"car_5373",0.01384756,No,50.0,No
5446,"car_5374",0.16279265,No,50.0,No
5447,"car_5375",0.14654651,No,50.0,No
5448,"car_5376",0.42585146,No,50.0,No
5449,"car_5377",0.820431,Yes,50.0,No
5450,"car_5378",0.009904057,No,50.0,No
5451,"car_5379",0.021482706,No,50.0,Yes
5452,"car_5380",0.14240417,No,50.0,No
5453,"car_5381",0.00038674474,No,50.0,No
5454,"car_5382",0.7920778,Yes,50.0,No
5455,"car_5383",0.01619035,No,50.0,No
5456,"car_5384",0.0053406656,No,50.0,No
5457,"car_5385",0.17289752,No,50.0,No
5458,"car_5386",0.741172,Yes,50.0,No
5459,"car_5387",0.029098153,No,50.0,No
5460,"car_5388",0.076066166,No,50.0,No
5461,"car_5389",0.13699913,No,50.0,No
5462,"car_5390",0.07547104,No,50.0,No
5463,"car_5391",0.0872294,No,50.0,No
5464,"car_5392",0.038478583,No,50.0,No
5465,"car_5393",0.46397787,No,50.0,No
5466,"car_5394",0.014342099,No,50.0,No
5467,"car_5395",0.020184457,No,50.0,No
5468,"car_5396",0.63223606,Yes,50.0,No
5469,"car_5397",0.18400216,No,50.0,No
5470,"car_5398",0.3344633,No,50.0,No
5471,"car_5399",0.025332063,No,50.0,No
5472,"car_5400",0.25089765,No,50.0,No
5473,"car_5401",0.06628072,No,50.0,No
5474,"car_5402",0.0029620826,No,50.0,No
5475,"car_5403",0.029406697,No,50.0,Yes
5476,"car_5404",0.013944864,No,50.0,No
5477,"car_5405",0.016560823,No,50.0,No
5478,"car_5406",0.051451325,No,50.0,No
5479,"car_5407",0.17383966,No,50.0,No
5480,"car_5408",0.8630529,Yes,50.0,No
5481,"car_5409",0.020053625,No,50.0,No
5482,"car_5410_1_49",0.08033934,No,50.0,No
5483,"car_5410_26_59",0.0044542253,No,50.0,No
5484,"car_5410_51_59",0.030738622,No,50.0,No
5485,"car_5411",0.631487,Yes,50.0,No
5486,"car_5412",0.6222324,Yes,50.0,No
5487,"car_5413",0.55775803,Yes,50.0,No
5488,"car_5414",0.15537387,No,50.0,Yes
5489,"car_5415",0.34892088,No,50.0,No
5490,"car_5416",0.32876217,No,50.0,No
5491,"car_5417",0.016203493,No,50.0,No
5492,"car_5418",0.4605459,No,50.0,No
5493,"car_5419",0.14532885,No,50.0,No
5494,"car_5420",0.31928784,No,50.0,No
5495,"car_5421",0.016524166,No,50.0,No
5496,"car_5422",0.03572163,No,50.0,No
5497,"car_5423",0.49971226,No,50.0,No
5498,"car_5424",0.015270084,No,50.0,No
5499,"car_5425",0.05158922,No,50.0,No
5500,"car_5426",0.03983742,No,50.0,No
5501,"car_5427",0.1494391,No,50.0,Yes
5502,"car_5428",0.34923488,No,50.0,No
5503,"car_5429",0.55748206,Yes,50.0,Yes
5504,"car_5430",0.04439506,No,50.0,No
5505,"car_5431",0.102814645,No,50.0,No
5506,"car_5432",0.046691746,No,50.0,No
5507,"car_5433",0.04362142,No,50.0,No
5508,"car_5434",0.87304676,Yes,50.0,No
5509,"car_5435",0.0577361,No,50.0,No
5510,"car_5436",0.20051825,No,50.0,Yes
5511,"car_5437",0.021405607,No,50.0,No
5512,"car_5438",0.9658555,Yes,50.0,No
5513,"car_5439",0.110544145,No,50.0,No
5514,"car_5440",0.97084826,Yes,50.0,No
5515,"car_5441",0.16454363,No,50.0,No
5516,"car_5442",0.029890865,No,50.0,No
5517,"car_5443",0.082518995,No,50.0,No
5518,"car_5444",0.027431905,No,50.0,No
5519,"car_5445",0.029237688,No,50.0,No
5520,"car_5446",0.0154210925,No,50.0,No
5521,"car_5447",0.24601418,No,50.0,No
5522,"car_5448",0.011070877,No,50.0,No
5523,"car_5449",0.022575974,No,50.0,No
5524,"car_5450",0.06954816,No,50.0,No
5525,"car_5451",0.10876018,No,50.0,No
5526,"car_5452",0.39451596,No,50.0,No
5527,"car_5453",0.060687274,No,50.0,No
5528,"car_5454",0.5540287,Yes,50.0,No
5529,"car_5455",0.034403265,No,50.0,No
5530,"car_5456",0.0123132765,No,50.0,No
5531,"car_5457",0.0493204,No,50.0,No
5532,"car_5458",0.094815195,No,50.0,No
5533,"car_5459",0.8978179,Yes,50.0,Yes
5534,"car_5460",0.21495408,No,50.0,No
5535,"car_5461",0.023442328,No,50.0,No
5536,"car_5462",0.08509934,No,50.0,No
5537,"car_5463",4.988321e-06,No,50.0,Yes
